ID,Date,Open,High,Low,Close,Vol.,Change %
67,2012-9-12,4.25,4.3,4.2,4.25,28040000,0.0000
68,2012-9-13,4.25,4.25,4,4.15,30440000,-0.0235
69,2012-9-14,4.15,4.1,3.65,3.95,5600000,-0.0482
70,2012-9-17,3.95,4.1,4,4,8500000,0.0127
71,2012-9-18,4,4.05,4,4,10470000,0.0000
72,2012-9-19,4,4.1,4,4,5750000,0.0000
73,2012-9-20,4,4.05,4,4,3760000,0.0000
74,2012-9-24,4,4.05,4,4,1220000,0.0000
75,2012-9-25,4,4.05,4,4,11890000,0.0000
76,2012-9-26,4,4.05,4,4,5830000,0.0000
77,2012-9-27,4,4.1,4,4.05,7480000,0.0125
78,2012-9-28,4.05,4.1,4.05,4.1,9570000,0.0123
79,2012-10-1,4.1,4.1,4.05,4.05,3050000,-0.0122
80,2012-10-2,4.05,4.15,4.05,4.05,10390000,0.0000
81,2012-10-3,4.05,4.1,3.9,4.05,9190000,0.0000
82,2012-10-4,4.05,4.05,4,4,1650000,-0.0123
83,2012-10-5,4,4.1,4,4.05,7620000,0.0125
84,2012-10-8,4.05,4.05,4,4,582900,-0.0123
85,2012-10-9,4,4.1,4,4.05,2680000,0.0125
86,2012-10-10,4.05,4.15,4.05,4.05,11680000,0.0000
87,2012-10-11,4.05,4.15,4.05,4.1,7940000,0.0123
88,2012-10-12,4.1,4.15,4.05,4.1,1780000,0.0000
89,2012-10-15,4.1,4.15,4.1,4.1,1300000,0.0000
90,2012-10-16,4.1,4.15,4.1,4.1,3000000,0.0000
91,2012-10-17,4.1,4.15,4.1,4.15,4690000,0.0122
92,2012-10-18,4.15,4.2,4.1,4.2,8490000,0.0120
93,2012-10-19,4.2,4.25,4.15,4.2,803000,0.0000
94,2012-10-22,4.2,4.5,4.2,4.25,1890000,0.0119
95,2012-10-23,4.25,4.3,4.25,4.25,474000,0.0000
96,2012-10-24,4.25,4.4,4.25,4.25,1870000,0.0000
97,2012-10-25,4.25,4.45,4.3,4.35,4330000,0.0235
98,2012-10-26,4.35,4.5,4.4,4.45,1440000,0.0230
99,2012-10-29,4.45,4.5,4.4,4.4,831400,-0.0112
100,2012-10-30,4.4,4.45,4.4,4.4,9070000,0.0000
101,2012-10-31,4.4,4.45,4.4,4.4,1500000,0.0000
102,2012-11-1,4.4,4.4,4.25,4.35,14610000,-0.0114
103,2012-11-2,4.35,4.4,4.25,4.35,2910000,0.0000
104,2012-11-5,4.35,4.4,4.25,4.35,1530000,0.0000
105,2012-11-6,4.35,4.45,4.25,4.35,1410000,0.0000
106,2012-11-7,4.35,4.45,4.35,4.45,39140000,0.0230
107,2012-11-8,4.35,4.55,4.45,4.45,2490000,0.0000
108,2012-11-9,4.45,4.95,4.55,4.8,7980000,0.0787
109,2012-11-12,4.8,4.85,4.8,4.8,21650000,0.0000
110,2012-11-13,4.8,4.8,4.55,4.7,7260000,-0.0208
111,2012-11-14,4.7,4.65,4.5,4.55,12290000,-0.0319
112,2012-11-15,4.55,4.75,4.5,4.6,18080000,0.0110
113,2012-11-16,4.6,4.8,4.65,4.65,31150000,0.0109
114,2012-11-19,4.65,4.7,4.55,4.6,27030000,-0.0108
115,2012-11-20,4.6,4.85,4.6,4.75,33650000,0.0326
116,2012-11-21,4.75,5,4.75,4.85,14330000,0.0211
117,2012-11-22,4.85,5.05,4.7,4.95,13200000,0.0206
118,2012-11-23,4.95,5.05,4.85,5,85730000,0.0101
119,2012-11-26,5,5.3,5,5.2,33840000,0.0400
120,2012-11-27,5.2,5.1,4.85,5,76770000,-0.0385
121,2012-11-28,5,5,4.85,4.9,11740000,-0.0200
122,2012-11-29,4.9,4.95,4.6,4.9,22670000,0.0000
123,2012-11-30,4.9,5.05,4.7,5,21120000,0.0204
124,2012-12-3,5,5.1,4.9,5.05,17560000,0.0100
125,2012-12-4,5.05,5.1,5,5.05,40440000,0.0000
126,2012-12-5,5.05,5.1,5,5,10120000,-0.0099
127,2012-12-6,5,5.05,5,5,18370000,0.0000
128,2012-12-7,5,5.1,5,5.05,25400000,0.0100
129,2012-12-10,5.05,5.1,5,5.05,9540000,0.0000
130,2012-12-11,5.05,5.1,5,5,54090000,-0.0099
131,2012-12-13,5,5.1,5,5.05,38410000,0.0100
132,2012-12-14,5.05,5.1,5,5.05,5060000,0.0000
133,2012-12-17,5.05,5.1,5,5.05,6410000,0.0000
134,2012-12-18,5.05,5.1,5,5.05,15770000,0.0000
135,2012-12-19,5.05,5.1,5,5.05,13170000,0.0000
136,2012-12-20,5.05,5.1,5.05,5.05,13610000,0.0000
137,2012-12-21,5.05,5.1,5.05,5.05,8070000,0.0000
138,2012-12-24,5.05,5.1,5.05,5.05,12450000,0.0000
139,2012-12-27,5.1,5.15,5.05,5.1,7630000,0.0099
140,2012-12-28,5.05,5.15,5.05,5.05,595300,-0.0098
141,2012-12-31,5.05,5.1,5,5.05,1760000,0.0000
142,2013-1-2,5,5.15,5,5.1,3320000,0.0099
143,2013-1-3,5.1,5.25,5.1,5.15,7250000,0.0098
144,2013-1-4,5.2,5.35,5.15,5.25,4130000,0.0194
145,2013-1-7,5.2,5.45,5.2,5.35,4100000,0.0190
146,2013-1-8,5.4,5.85,5.4,5.6,11000000,0.0467
147,2013-1-9,5.65,6,5.5,5.8,13690000,0.0357
148,2013-1-10,5.8,5.8,5.55,5.6,6690000,-0.0345
149,2013-1-11,5.6,5.7,5.6,5.6,4440000,0.0000
150,2013-1-14,5.6,5.7,5.6,5.65,10960000,0.0089
151,2013-1-15,5.6,5.8,5.55,5.65,11690000,0.0000
152,2013-1-16,5.65,5.85,5.65,5.75,9130000,0.0177
153,2013-1-17,5.75,5.8,5.7,5.75,15910000,0.0000
154,2013-1-18,5.75,5.8,5.75,5.75,13300000,0.0000
155,2013-1-21,5.75,5.8,5.5,5.75,44020000,0.0000
156,2013-1-22,5.7,5.75,5.55,5.65,11700000,-0.0174
157,2013-1-23,5.7,5.75,5.5,5.6,15440000,-0.0088
158,2013-1-24,5.55,5.7,5.5,5.6,10710000,0.0000
159,2013-1-25,5.6,5.65,5.35,5.6,8850000,0.0000
160,2013-1-28,5.6,5.6,5.25,5.4,25310000,-0.0357
161,2013-1-29,5.25,5.4,5.2,5.3,10540000,-0.0185
162,2013-1-30,5.3,5.5,5.25,5.3,18410000,0.0000
163,2013-1-31,5.3,5.5,5.3,5.45,3670000,0.0283
164,2013-2-1,5.45,5.55,5.4,5.55,110830000,0.0183
165,2013-2-4,5.45,5.55,5.35,5.5,2870000,-0.0090
166,2013-2-5,5.5,5.6,5.35,5.4,28080000,-0.0182
167,2013-2-6,5.4,5.5,5.4,5.4,3450000,0.0000
168,2013-2-7,5.4,5.5,5.4,5.4,36270000,0.0000
169,2013-2-8,5.5,5.6,5.5,5.55,18080000,0.0278
170,2013-2-11,5.55,5.7,5.55,5.65,9360000,0.0180
171,2013-2-12,5.65,5.75,5.65,5.7,25570000,0.0088
172,2013-2-13,5.7,5.75,5.55,5.7,20900000,0.0000
173,2013-2-14,5.55,5.65,5.55,5.6,4860000,-0.0175
174,2013-2-15,5.6,5.65,5.55,5.55,1750000,-0.0089
175,2013-2-18,5.75,5.75,5.55,5.55,14740000,0.0000
176,2013-2-19,5.6,5.7,5.6,5.65,7960000,0.0180
177,2013-2-20,5.7,5.8,5.65,5.7,62300000,0.0088
178,2013-2-21,5.7,5.75,5.65,5.7,15090000,0.0000
179,2013-2-22,5.7,5.75,5.65,5.7,8580000,0.0000
180,2013-2-25,5.65,5.7,5.65,5.65,1230000,-0.0088
181,2013-2-26,5.65,5.75,5.65,5.65,3610000,0.0000
182,2013-2-27,5.7,5.8,5.7,5.75,8030000,0.0177
183,2013-2-28,5.75,5.8,5.75,5.75,4400000,0.0000
184,2013-3-1,5.75,5.9,5.75,5.8,6740000,0.0087
185,2013-3-5,5.85,6,5.85,5.95,13260000,0.0259
186,2013-3-6,5.95,6,5.9,5.95,24040000,0.0000
187,2013-3-7,5.8,6,5.8,5.95,23030000,0.0000
188,2013-3-8,5.9,6.1,5.9,6,2750000,0.0084
189,2013-3-11,6,6.5,6,6.15,10040000,0.0250
190,2013-3-12,6.25,6.35,6.15,6.25,24590000,0.0163
191,2013-3-13,6.3,6.35,6.25,6.25,11530000,0.0000
192,2013-3-14,6.3,6.4,6.25,6.3,28090000,0.0080
193,2013-3-15,6.3,6.35,5.9,6.15,3010000,-0.0238
194,2013-3-18,5.8,6.1,5.8,6,18570000,-0.0244
195,2013-3-19,5.95,6,5.9,5.95,6550000,-0.0083
196,2013-3-20,6,6,5.85,5.95,10670000,0.0000
197,2013-3-21,6,6,5.8,5.85,2950000,-0.0168
198,2013-3-22,5.85,5.9,5.8,5.8,3060000,-0.0085
199,2013-3-25,5.85,5.95,5.75,5.8,17120000,0.0000
200,2013-3-26,5.8,5.85,5.6,5.8,1710000,0.0000
201,2013-3-27,5.8,6,5.8,5.95,9060000,0.0259
202,2013-3-28,5.95,6.2,5.95,6,6930000,0.0084
203,2013-4-2,6.25,6.5,6,6,54840000,0.0000
204,2013-4-3,6.05,6.25,6.05,6.15,2480000,0.0250
205,2013-4-4,6.2,6.4,6.15,6.3,11260000,0.0244
206,2013-4-5,6.25,6.4,6.25,6.3,8920000,0.0000
207,2013-4-8,6.3,6.4,6.3,6.35,2150000,0.0079
208,2013-4-10,6.4,6.6,6.35,6.45,30860000,0.0157
209,2013-4-11,6.5,6.6,6.5,6.55,9590000,0.0155
210,2013-4-12,6.55,6.55,6.3,6.5,11990000,-0.0076
211,2013-4-15,6.5,6.5,6.35,6.4,5660000,-0.0154
212,2013-4-16,6.35,6.5,6.3,6.4,13530000,0.0000
213,2013-4-17,6.45,6.6,6.45,6.45,35560000,0.0078
214,2013-4-18,6.55,6.65,6.55,6.55,34860000,0.0155
215,2013-4-19,6.55,6.65,6.55,6.6,16000000,0.0076
216,2013-4-22,6.6,6.65,6.55,6.6,15180000,0.0000
217,2013-4-23,6.6,6.7,6.6,6.6,13180000,0.0000
218,2013-4-24,6.65,6.7,6.6,6.6,14370000,0.0000
219,2013-4-25,6.65,6.7,6.6,6.6,6620000,0.0000
220,2013-4-26,6.6,6.7,6.6,6.65,8190000,0.0076
221,2013-4-29,6.65,6.75,6.65,6.7,4580000,0.0075
222,2013-4-30,6.8,6.95,6.7,6.85,11280000,0.0224
223,2013-5-2,6.9,7.1,6.85,7,22630000,0.0219
224,2013-5-3,7,7.2,7,7.05,30740000,0.0071
225,2013-5-6,7.05,7.15,7.05,7.1,32800000,0.0071
226,2013-5-7,7.1,7.2,7.1,7.15,21730000,0.0070
227,2013-5-8,7.15,7.4,7.15,7.2,30000000,0.0070
228,2013-5-9,7.25,7.25,7.1,7.2,30260000,0.0000
229,2013-5-10,7.1,7.15,6.8,6.95,2130000,-0.0347
230,2013-5-13,6.85,7,6.8,6.9,4880000,-0.0072
231,2013-5-14,6.95,7.2,6.95,7.1,10310000,0.0290
232,2013-5-15,7.2,7.55,7.15,7.35,60050000,0.0352
233,2013-5-16,7.3,7.3,7.2,7.25,8850000,-0.0136
234,2013-5-17,7.25,7.25,7.1,7.15,6270000,-0.0138
235,2013-5-20,7.1,7.15,7,7,1830000,-0.0210
236,2013-5-21,7,7.2,7,7.1,14330000,0.0143
237,2013-5-22,7.1,7.2,7.05,7.15,23900000,0.0070
238,2013-5-23,7.1,7.1,7,7.05,10230000,-0.0140
239,2013-5-24,7,7.1,6.9,7,5190000,-0.0071
240,2013-5-27,7,7.05,6.65,7,4150000,0.0000
241,2013-5-28,7,7.15,7,7.05,5790000,0.0071
242,2013-5-29,7.05,7.25,7.05,7.15,9110000,0.0142
243,2013-5-30,7.15,7.3,7.15,7.25,17700000,0.0140
244,2013-5-31,7.25,7.3,7.2,7.25,33110000,0.0000
245,2013-6-3,7.2,7.25,7.15,7.2,34150000,-0.0069
246,2013-6-4,7.2,7.2,7.05,7.1,70200000,-0.0139
247,2013-6-5,7.05,7.2,7.05,7.1,72390000,0.0000
248,2013-6-6,7.1,7.25,7.1,7.15,8190000,0.0070
249,2013-6-7,7.2,7.25,7.2,7.2,4140000,0.0070
250,2013-6-10,7.2,7.35,7.2,7.25,5530000,0.0069
251,2013-6-11,7.25,7.45,7.25,7.35,16510000,0.0138
252,2013-6-12,7.35,7.45,7.3,7.35,7460000,0.0000
253,2013-6-13,7.35,7.4,7.2,7.3,26270000,-0.0068
254,2013-6-14,7.2,7.2,6.6,7,12910000,-0.0411
255,2013-6-17,7,7,6.5,6.7,24970000,-0.0429
256,2013-6-18,6.8,7,6.8,6.9,2250000,0.0299
257,2013-6-19,6.9,7,6.9,6.95,58650000,0.0072
258,2013-6-20,6.95,6.95,6.7,6.9,55240000,-0.0072
259,2013-6-21,6.85,6.85,6.7,6.75,19160000,-0.0217
260,2013-6-24,6.75,6.75,6.65,6.7,2140000,-0.0074
261,2013-6-25,6.7,6.8,6.65,6.75,16330000,0.0075
262,2013-6-26,6.65,6.75,6.6,6.65,3010000,-0.0148
263,2013-6-27,6.6,6.65,6.45,6.5,28680000,-0.0226
264,2013-6-28,6.5,6.65,6.45,6.55,3530000,0.0077
265,2013-7-1,6.5,6.6,6.35,6.45,8280000,-0.0153
266,2013-7-2,6.4,6.5,6.15,6.4,26430000,-0.0078
267,2013-7-3,6.4,6.5,6.25,6.35,23660000,-0.0078
268,2013-7-4,6.4,6.6,6.3,6.45,7170000,0.0157
269,2013-7-5,6.45,6.85,6.45,6.75,14030000,0.0465
270,2013-7-8,6.75,6.8,6.55,6.75,33750000,0.0000
271,2013-7-9,6.7,6.75,6.6,6.7,7490000,-0.0074
272,2013-7-10,6.7,6.85,6.65,6.75,20350000,0.0075
273,2013-7-11,6.75,7,6.75,6.9,1570000,0.0222
274,2013-7-12,6.9,7.15,6.9,7.05,37890000,0.0217
275,2013-7-15,7.1,7.5,7.1,7.3,13520000,0.0355
276,2013-7-16,7.3,7.5,7.3,7.4,7010000,0.0137
277,2013-7-17,7.55,7.55,7.2,7.35,38640000,-0.0068
278,2013-7-18,7.3,7.45,7.2,7.3,15680000,-0.0068
279,2013-7-19,7.35,7.35,7.2,7.25,4640000,-0.0068
280,2013-7-22,7.25,7.3,7,7.1,6960000,-0.0207
281,2013-7-23,7.1,7.1,7,7,21680000,-0.0141
282,2013-7-24,7,7.2,7,7.05,5060000,0.0071
283,2013-7-25,7.05,7.2,7.05,7.05,12050000,0.0000
284,2013-7-26,7.05,7.3,7.05,7.15,1340000,0.0142
285,2013-7-29,7.15,7.3,7.15,7.15,10210000,0.0000
286,2013-7-30,7.15,7.35,7.15,7.25,12130000,0.0140
287,2013-7-31,7.3,7.35,7.2,7.3,13750000,0.0069
288,2013-8-1,7.2,7.3,7.2,7.25,8040000,-0.0068
289,2013-8-2,7.3,7.35,7.25,7.25,9790000,0.0000
290,2013-8-5,7.25,7.35,7.1,7.3,11570000,0.0069
291,2013-8-6,7.3,7.35,7.3,7.3,1810000,0.0000
292,2013-8-7,7.3,7.5,7.3,7.4,4230000,0.0137
293,2013-8-8,7.4,8,7.4,7.7,13820000,0.0405
294,2013-8-12,7.7,8,7.5,7.85,9460000,0.0195
295,2013-8-13,7.65,7.75,7.65,7.65,3470000,-0.0255
296,2013-8-14,7.65,7.85,7.65,7.75,21900000,0.0131
297,2013-8-15,7.7,8,7.7,7.9,16760000,0.0194
298,2013-8-16,7.9,8.15,7.9,8.05,23900000,0.0190
299,2013-8-19,8.05,8.25,8,8.15,22200000,0.0124
300,2013-8-20,8.15,8.25,8.15,8.2,9690000,0.0061
301,2013-8-21,8.2,8.2,8,8.05,11970000,-0.0183
302,2013-8-22,8,8.05,7.85,7.95,5170000,-0.0124
303,2013-8-23,7.9,7.95,7.85,7.9,3250000,-0.0063
304,2013-8-26,7.95,8,7.9,7.9,17780000,0.0000
305,2013-8-27,7.9,7.95,7.65,7.75,9070000,-0.0190
306,2013-8-28,7.75,7.75,7.45,7.5,28180000,-0.0323
307,2013-8-29,7.5,7.8,7.45,7.65,86800,0.0200
308,2013-8-30,7.7,7.8,7.6,7.7,14220000,0.0065
309,2013-9-2,7.7,7.8,7.6,7.65,1300000,-0.0065
310,2013-9-3,7.7,7.85,7.7,7.75,2800000,0.0131
311,2013-9-4,7.75,7.85,7.7,7.8,12540000,0.0065
312,2013-9-5,7.75,7.9,7.75,7.85,4950000,0.0064
313,2013-9-6,7.75,7.9,7.75,7.85,36500000,0.0000
314,2013-9-9,7.85,8.25,7.8,8.05,11180000,0.0255
315,2013-9-10,8.1,8.15,8.05,8.1,7020000,0.0062
316,2013-9-11,8.1,8.15,8.05,8.05,15400000,-0.0062
317,2013-9-12,8.05,8.15,8.05,8.05,14290000,0.0000
318,2013-9-13,7.95,8.1,7.8,8,13660000,-0.0062
319,2013-9-16,8.05,8.15,8.05,8.1,13320000,0.0125
320,2013-9-17,8.1,8.25,8.1,8.15,21740000,0.0062
321,2013-9-18,8.2,8.3,8.2,8.2,7850000,0.0061
322,2013-9-19,8.2,8.45,8.2,8.35,6290000,0.0183
323,2013-9-20,8.35,8.7,8.35,8.5,16940000,0.0180
324,2013-9-23,8.5,8.5,8.2,8.35,9330000,-0.0176
325,2013-9-24,8.2,8.35,8.2,8.25,31570000,-0.0120
326,2013-9-25,8.3,8.45,8.3,8.4,29900000,0.0182
327,2013-9-26,8.35,8.5,8.3,8.35,8200000,-0.0060
328,2013-9-27,8.35,8.4,8.25,8.35,7270000,0.0000
329,2013-9-30,8.35,8.7,8.25,8.5,7220000,0.0180
330,2013-10-1,8.5,8.75,8.5,8.7,1820000,0.0235
331,2013-10-2,8.55,8.95,8.55,8.75,14190000,0.0057
332,2013-10-3,8.7,9,8.7,8.9,16370000,0.0171
333,2013-10-4,8.9,8.95,8.9,8.9,15070000,0.0000
334,2013-10-7,8.9,9.25,8.9,9.1,28540000,0.0225
335,2013-10-8,9.2,9.5,9.2,9.4,28030000,0.0330
336,2013-10-9,9.3,9.4,9.1,9.1,25060000,-0.0319
337,2013-10-10,9.15,9.15,8.8,9,39750000,-0.0110
338,2013-10-11,9,9.1,8.95,9,62120000,0.0000
339,2013-10-14,9,9.25,9,9.05,26200000,0.0056
340,2013-10-15,9.1,9.2,9.1,9.15,25160000,0.0110
341,2013-10-16,9.2,9.25,9.1,9.15,15950000,0.0000
342,2013-10-17,9.15,9.2,9.05,9.1,4020000,-0.0055
343,2013-10-18,9.1,9.15,9.05,9.1,21020000,0.0000
344,2013-10-22,9.1,9.15,8.85,8.95,3800000,-0.0165
345,2013-10-23,8.5,9.1,8.2,9.05,45100000,0.0112
346,2013-10-24,9.05,9.1,8.8,9.05,36330000,0.0000
347,2013-10-25,9,9.05,8.9,9,10870000,-0.0055
348,2013-10-28,9,9.1,8.95,9,2190000,0.0000
349,2013-10-30,9.05,9.4,9.05,9.25,18020000,0.0278
350,2013-10-31,9.25,9.7,9.25,9.45,15880000,0.0216
351,2013-11-1,9.5,9.7,9.5,9.55,3390000,0.0106
352,2013-11-4,9.55,9.9,9.5,9.7,15070000,0.0157
353,2013-11-5,9.7,9.8,9.3,9.65,16230000,-0.0052
354,2013-11-6,9.7,10.2,9.45,9.7,42030000,0.0052
355,2013-11-7,9.45,9.95,9.45,9.85,23780000,0.0155
356,2013-11-8,9.85,9.95,9.6,9.75,13600000,-0.0102
357,2013-11-11,9.65,9.9,9.5,9.8,7120000,0.0051
358,2013-11-12,9.85,9.9,9.75,9.8,9920000,0.0000
359,2013-11-13,9.8,10,9.75,9.8,5730000,0.0000
360,2013-11-14,9.8,9.95,9.8,9.85,16210000,0.0051
361,2013-11-15,9.9,9.95,9.8,9.85,8730000,0.0000
362,2013-11-18,9.85,10,9.85,9.9,6520000,0.0051
363,2013-11-19,9.85,10.1,9.85,9.95,8030000,0.0051
364,2013-11-20,10,10.3,9.95,10.05,6700000,0.0101
365,2013-11-21,10.2,10.75,10.2,10.6,22970000,0.0547
366,2013-11-22,10.6,10.9,10.6,10.75,33610000,0.0142
367,2013-11-25,10.8,11.05,10.8,10.95,13830000,0.0186
368,2013-11-26,11,11.1,10.95,11,53180000,0.0046
369,2013-11-27,11,11.2,10.95,11,9020000,0.0000
370,2013-11-28,11.05,11.1,10.9,11,9100000,0.0000
371,2013-11-29,10.9,10.95,10.6,10.8,2620000,-0.0182
372,2013-12-2,10.7,11,10.55,10.85,2930000,0.0046
373,2013-12-3,10.95,11,10.75,10.8,9110000,-0.0046
374,2013-12-4,10.75,10.85,10.55,10.75,12500000,-0.0046
375,2013-12-5,10.7,10.7,10,10.35,24090000,-0.0372
376,2013-12-6,10.4,10.5,10.2,10.35,16080000,0.0000
377,2013-12-9,10.3,10.4,10.25,10.35,12760000,0.0000
378,2013-12-10,10.25,10.35,10.1,10.2,23970000,-0.0145
379,2013-12-11,10.2,10.2,9.9,10.05,26980000,-0.0147
380,2013-12-16,9.9,10.1,9.6,10,15650000,-0.0050
381,2013-12-17,9.9,10,9.7,9.85,22460000,-0.0150
382,2013-12-18,9.9,10,9.85,9.95,15350000,0.0102
383,2013-12-19,10,10.1,9.95,10,16590000,0.0050
384,2013-12-20,10,10.15,10,10.05,8710000,0.0050
385,2013-12-23,10.15,10.5,10.1,10.25,2640000,0.0199
386,2013-12-24,10.4,11,10.4,10.85,2990000,0.0585
387,2013-12-27,10.55,10.9,10.55,10.75,7550000,-0.0092
388,2013-12-30,10.75,11,10.6,10.85,11070000,0.0093
389,2013-12-31,10.95,10.95,10.8,10.85,2460000,0.0000
390,2014-1-2,10.9,10.9,10.6,10.75,3510000,-0.0092
391,2014-1-3,10.8,10.95,10.75,10.8,2710000,0.0047
392,2014-1-6,10.9,11.15,10.8,11.05,9520000,0.0231
393,2014-1-7,11,11.15,11,11.1,5570000,0.0045
394,2014-1-8,11.1,11.65,11.1,11.35,6690000,0.0225
395,2014-1-9,11.6,11.95,11.55,11.7,24760000,0.0308
396,2014-1-10,11.8,11.95,11.45,11.75,33430000,0.0043
397,2014-1-13,11.6,11.75,11.35,11.65,19460000,-0.0085
398,2014-1-14,11.7,11.75,11.45,11.65,5700000,0.0000
399,2014-1-15,11.7,11.75,11.35,11.7,8770000,0.0043
400,2014-1-16,11.7,11.75,11.4,11.5,9560000,-0.0171
401,2014-1-17,11.55,11.6,11.5,11.5,1930000,0.0000
402,2014-1-20,11.5,11.8,11.4,11.7,7600000,0.0174
403,2014-1-21,11.7,12,11.65,11.75,11310000,0.0043
404,2014-1-22,11.75,12.1,11.75,12,10580000,0.0213
405,2014-1-23,12,12.2,11.95,12.05,9790000,0.0042
406,2014-1-24,12.2,12.8,12.2,12.45,16040000,0.0332
407,2014-1-27,12.45,12.6,12.25,12.35,43170000,-0.0080
408,2014-1-28,12.3,12.4,12,12.05,10100000,-0.0243
409,2014-1-29,12.05,12.05,11.75,11.85,14130000,-0.0166
410,2014-1-30,11.6,11.8,11.4,11.5,16650000,-0.0295
411,2014-1-31,11.45,11.45,10.6,11,12360000,-0.0435
412,2014-2-3,11,11.4,11,11.2,15520000,0.0182
413,2014-2-4,11.35,11.5,11.3,11.35,6650000,0.0134
414,2014-2-5,11.3,11.85,11.3,11.45,2270000,0.0088
415,2014-2-6,11.5,12.05,11.5,11.95,28880000,0.0437
416,2014-2-7,11.95,12,11.75,11.85,8470000,-0.0084
417,2014-2-10,11.85,11.85,11.55,11.75,12190000,-0.0084
418,2014-2-11,11.85,11.85,11.7,11.8,14580000,0.0043
419,2014-2-12,11.75,11.95,11.75,11.8,5420000,0.0000
420,2014-2-13,11.8,11.8,11.65,11.7,15770000,-0.0085
421,2014-2-14,11.8,12,11.7,11.8,2460000,0.0085
422,2014-2-17,11.8,11.85,11.5,11.65,9360000,-0.0127
423,2014-2-18,11.65,11.65,11.45,11.55,6680000,-0.0086
424,2014-2-19,11.6,11.6,11.35,11.4,10000000,-0.0130
425,2014-2-20,11.4,11.5,11.3,11.4,15920000,0.0000
426,2014-2-21,11.4,11.5,11.35,11.4,11720000,0.0000
427,2014-2-24,11.35,11.5,11.35,11.45,9230000,0.0044
428,2014-2-25,11.4,11.75,11.4,11.55,10630000,0.0087
429,2014-2-26,11.65,11.75,11.55,11.65,6330000,0.0087
430,2014-2-27,11.7,11.8,11.55,11.65,5140000,0.0000
431,2014-2-28,11.75,11.8,11.65,11.7,19980000,0.0043
432,2014-3-3,11.75,11.75,11.65,11.7,2950000,0.0000
433,2014-3-4,11.7,11.8,11.7,11.7,5000000,0.0000
434,2014-3-5,11.7,11.8,11.65,11.7,16390000,0.0000
435,2014-3-6,11.7,11.9,11.7,11.8,27450000,0.0085
436,2014-3-7,11.7,11.85,11.7,11.75,11850000,-0.0042
437,2014-3-10,11.75,11.9,11.75,11.8,7070000,0.0043
438,2014-3-11,11.75,11.9,11.75,11.8,5710000,0.0000
439,2014-3-12,11.8,12.1,11.75,11.9,3240000,0.0085
440,2014-3-13,12,12.6,12,12.35,12730000,0.0378
441,2014-3-14,12.25,12.35,12,12.05,2590000,-0.0243
442,2014-3-17,12.05,12.3,12,12.1,6350000,0.0041
443,2014-3-18,12.15,12.3,12.1,12.2,11640000,0.0083
444,2014-3-19,12.2,12.5,12.2,12.3,3060000,0.0082
445,2014-3-20,12.35,12.6,12.3,12.5,27550000,0.0163
446,2014-3-21,12.45,12.65,12.4,12.6,28830000,0.0080
447,2014-3-24,12.6,12.7,12.1,12.35,8570000,-0.0198
448,2014-3-25,12.3,12.6,12.15,12.35,3440000,0.0000
449,2014-3-26,12.5,12.6,12.3,12.45,15820000,0.0081
450,2014-3-27,12.3,12.4,12.1,12.35,3500000,-0.0080
451,2014-3-28,12.3,12.35,12.25,12.3,15320000,-0.0040
452,2014-3-31,12.35,12.4,12.3,12.35,12780000,0.0041
453,2014-4-1,12.35,12.5,12.35,12.35,2480000,0.0000
454,2014-4-2,12.4,12.5,12.35,12.4,3470000,0.0040
455,2014-4-3,12.5,12.6,12.4,12.5,15730000,0.0081
456,2014-4-4,12.4,12.5,12.35,12.4,2400000,-0.0080
457,2014-4-7,12.45,12.6,12.35,12.45,18910000,0.0040
458,2014-4-8,12.4,12.45,12.3,12.35,13670000,-0.0080
459,2014-4-9,12.3,12.5,12.3,12.45,4050000,0.0081
460,2014-4-10,12.4,13,12.4,12.75,7220000,0.0241
461,2014-4-11,13,13,12.6,12.75,123200000,0.0000
462,2014-4-14,12.75,13,12.7,12.85,22420000,0.0078
463,2014-4-15,12.9,13.3,12.8,13.1,12530000,0.0195
464,2014-4-16,13.15,13.4,13.1,13.2,11280000,0.0076
465,2014-4-17,13.1,13.3,13.1,13.2,3060000,0.0000
466,2014-4-22,13.2,13.3,13.1,13.2,11640000,0.0000
467,2014-4-23,13.1,13.1,12.9,13,14450000,-0.0152
468,2014-4-24,13,13.3,13,13.2,8280000,0.0154
469,2014-4-25,13.15,13.2,13,13.05,28500000,-0.0114
470,2014-4-28,13.05,13.1,13,13.05,4090000,0.0000
471,2014-4-29,13.05,13.2,13,13.05,3300000,0.0000
472,2014-4-30,13.1,13.2,13.1,13.1,69200000,0.0038
473,2014-5-2,13.1,13.2,13.05,13.1,6020000,0.0000
474,2014-5-5,13.05,13.1,12.85,13,13780000,-0.0076
475,2014-5-6,13,13,12.7,12.8,28680000,-0.0154
476,2014-5-7,12.8,13,12.75,12.9,17360000,0.0078
477,2014-5-8,12.85,13,12.75,12.8,27770000,-0.0078
478,2014-5-9,12.9,13.05,12.75,12.85,36350000,0.0039
479,2014-5-12,12.8,13,12.8,12.9,4140000,0.0039
480,2014-5-13,13,13.1,12.75,12.85,11950000,-0.0039
481,2014-5-14,12.9,12.9,12.1,12.6,12960000,-0.0195
482,2014-5-15,12.65,12.7,12.5,12.6,21420000,0.0000
483,2014-5-16,12.7,13.2,12.65,12.85,57810000,0.0198
484,2014-5-19,13,13.1,12.9,13,3510000,0.0117
